order_id,timestamp,city,restaurant_id,cuisine,order_value,delivery_time_min,surge_applied
ORD104455,2025-02-24T01:31:00,Delhi,R0689,Beverages,110,25,0
ORD135231,2025-02-24T01:44:00,Chennai,R0690,Beverages,142,29,0
ORD148045,2025-02-24T01:46:00,Mumbai,R0777,Continental,529,33,0
ORD134755,2025-02-24T01:56:00,Hyderabad,R0474,Continental,311,21,1
ORD148486,2025-02-24T02:00:00,Bangalore,R0770,Desserts,290,39,1
ORD144137,2025-02-24T02:10:00,Chennai,R0063,South Indian,196,45,0
ORD127645,2025-02-24T03:27:00,Kolkata,R0592,North Indian,334,34,0
ORD145498,2025-02-24T03:39:00,Pune,R0516,Fast Food,164,44,0
ORD142012,2025-02-24T04:00:00,Hyderabad,R0599,South Indian,212,34,0
ORD149229,2025-02-24T04:12:00,Bangalore,R0757,Continental,806,35,0
ORD121346,2025-02-24T04:21:00,Delhi,R0522,Italian,715,15,0
ORD126641,2025-02-24T04:31:00,Hyderabad,R0113,Fast Food,92,44,0
ORD149551,2025-02-24T04:52:00,Hyderabad,R0560,North Indian,356,40,0
ORD130737,2025-02-24T04:59:00,Chennai,R0497,Continental,461,51,0
ORD122855,2025-02-24T05:20:00,Hyderabad,R0140,North Indian,527,59,0
ORD144284,2025-02-24T05:22:00,Mumbai,R0447,North Indian,272,42,0
ORD107748,2025-02-24T05:26:00,Bangalore,R0534,Chinese,537,39,0
ORD147284,2025-02-24T05:36:00,Delhi,R0021,Continental,489,42,0
ORD127021,2025-02-24T05:38:00,Mumbai,R0201,South Indian,132,44,0
ORD103277,2025-02-24T05:57:00,Bangalore,R0436,Italian,468,18,0
ORD136668,2025-02-24T06:01:00,Hyderabad,R0098,Chinese,409,28,0
ORD149134,2025-02-24T06:05:00,Hyderabad,R0379,Desserts,80,48,0
ORD140105,2025-02-24T06:09:00,Mumbai,R0109,Beverages,107,21,0
ORD129361,2025-02-24T06:10:00,Chennai,R0720,Fast Food,327,21,0
ORD120080,2025-02-24T06:12:00,Pune,R0432,Biryani,120,28,0
ORD130343,2025-02-24T06:12:00,Mumbai,R0174,Fast Food,224,25,0
ORD140489,2025-02-24T06:16:00,Kolkata,R0468,Desserts,129,37,0
ORD112977,2025-02-24T06:16:00,Chennai,R0617,North Indian,487,31,0
ORD107098,2025-02-24T06:19:00,Delhi,R0667,Fast Food,262,29,0
ORD129753,2025-02-24T06:20:00,Bangalore,R0352,North Indian,305,70,0
ORD125296,2025-02-24T06:21:00,Bangalore,R0364,Biryani,235,26,0
ORD138535,2025-02-24T06:22:00,Kolkata,R0449,Continental,914,25,1
ORD130420,2025-02-24T06:32:00,Bangalore,R0244,Italian,748,37,0
ORD110084,2025-02-24T06:40:00,Bangalore,R0698,Chinese,326,36,0
ORD135230,2025-02-24T06:44:00,Delhi,R0515,North Indian,386,28,0
ORD120106,2025-02-24T06:44:00,Delhi,R0047,Fast Food,297,35,0
ORD148922,2025-02-24T06:46:00,Bangalore,R0029,Desserts,239,36,0
ORD124823,2025-02-24T06:47:00,Hyderabad,R0275,Biryani,258,62,0
ORD123675,2025-02-24T06:49:00,Pune,R0007,Biryani,493,33,0
ORD124941,2025-02-24T06:55:00,Hyderabad,R0780,South Indian,124,15,0
ORD149442,2025-02-24T07:05:00,Delhi,R0262,Chinese,175,21,0
ORD121136,2025-02-24T07:12:00,Hyderabad,R0254,Italian,621,34,0
ORD105444,2025-02-24T07:22:00,Delhi,R0330,Chinese,467,42,0
ORD103608,2025-02-24T07:30:00,Delhi,R0606,South Indian,174,53,0
ORD142788,2025-02-24T07:36:00,Chennai,R0044,South Indian,293,28,0
ORD134586,2025-02-24T07:40:00,Pune,R0025,Biryani,526,36,0
ORD102611,2025-02-24T07:46:00,Bangalore,R0542,Chinese,294,23,0
ORD105435,2025-02-24T07:49:00,Mumbai,R0010,South Indian,319,38,0
ORD104843,2025-02-24T07:53:00,Pune,R0610,South Indian,80,16,0
ORD109628,2025-02-24T07:56:00,Mumbai,R0306,Beverages,153,28,0
ORD114091,2025-02-24T08:01:00,Delhi,R0064,Biryani,437,48,0
ORD114055,2025-02-24T08:01:00,Delhi,R0530,Chinese,294,53,0
ORD117388,2025-02-24T08:05:00,Hyderabad,R0344,Italian,591,40,0
ORD116514,2025-02-24T08:06:00,Delhi,R0311,Desserts,181,17,0
ORD102115,2025-02-24T08:09:00,Kolkata,R0498,South Indian,99,51,0
ORD104885,2025-02-24T08:16:00,Bangalore,R0672,Biryani,80,38,0
ORD102164,2025-02-24T08:16:00,Mumbai,R0267,Continental,924,30,0
ORD127310,2025-02-24T08:31:00,Chennai,R0086,Continental,670,15,0
ORD147379,2025-02-24T08:32:00,Pune,R0310,Biryani,586,47,0
ORD112522,2025-02-24T08:35:00,Delhi,R0675,Fast Food,142,31,0
ORD119519,2025-02-24T08:41:00,Bangalore,R0388,Fast Food,214,42,0
ORD124138,2025-02-24T08:42:00,Kolkata,R0023,Chinese,237,36,0
ORD116584,2025-02-24T08:46:00,Pune,R0698,Desserts,133,15,0
ORD145316,2025-02-24T08:48:00,Delhi,R0798,Biryani,346,48,0
ORD149128,2025-02-24T08:53:00,Delhi,R0371,Chinese,206,49,0
ORD102391,2025-02-24T08:53:00,Hyderabad,R0542,Chinese,130,23,0
ORD107332,2025-02-24T09:00:00,Bangalore,R0079,Italian,670,44,0
ORD145965,2025-02-24T09:04:00,Delhi,R0046,North Indian,262,36,0
ORD118126,2025-02-24T09:05:00,Pune,R0753,Continental,505,18,0
ORD112220,2025-02-24T09:05:00,Bangalore,R0278,Desserts,137,20,0
ORD124363,2025-02-24T09:08:00,Kolkata,R0563,Biryani,310,26,0
ORD123124,2025-02-24T09:26:00,Mumbai,R0790,South Indian,222,18,0
ORD131607,2025-02-24T09:30:00,Bangalore,R0089,Continental,360,17,0
ORD143502,2025-02-24T09:30:00,Bangalore,R0100,Beverages,217,29,0
ORD117457,2025-02-24T09:32:00,Chennai,R0205,Italian,448,24,0
ORD142849,2025-02-24T09:33:00,Chennai,R0478,North Indian,514,40,0
ORD137253,2025-02-24T09:38:00,Mumbai,R0365,Biryani,341,36,0
ORD119088,2025-02-24T09:39:00,Delhi,R0503,Chinese,297,42,0
ORD101472,2025-02-24T09:40:00,Mumbai,R0326,Chinese,356,21,0
ORD101403,2025-02-24T09:42:00,Hyderabad,R0107,Continental,563,25,0
ORD116860,2025-02-24T09:43:00,Kolkata,R0615,Biryani,80,40,1
ORD124136,2025-02-24T09:43:00,Bangalore,R0466,South Indian,300,23,0
ORD122892,2025-02-24T09:47:00,Bangalore,R0780,South Indian,257,35,0
ORD147813,2025-02-24T09:50:00,Mumbai,R0410,North Indian,430,30,0
ORD135261,2025-02-24T10:01:00,Delhi,R0575,Continental,214,40,0
ORD111669,2025-02-24T10:03:00,Hyderabad,R0150,Continental,363,21,0
ORD112385,2025-02-24T10:03:00,Kolkata,R0502,Fast Food,353,35,0
ORD103616,2025-02-24T10:04:00,Mumbai,R0653,South Indian,238,43,1
ORD122282,2025-02-24T10:10:00,Chennai,R0197,Italian,629,38,0
ORD115752,2025-02-24T10:15:00,Mumbai,R0754,Fast Food,252,38,0
ORD108128,2025-02-24T10:15:00,Pune,R0672,South Indian,131,15,0
ORD111011,2025-02-24T10:17:00,Chennai,R0782,South Indian,96,41,0
ORD103700,2025-02-24T10:17:00,Pune,R0124,Continental,452,41,0
ORD115950,2025-02-24T10:21:00,Bangalore,R0236,South Indian,115,27,0
ORD148806,2025-02-24T10:25:00,Delhi,R0788,Italian,471,36,0
ORD118490,2025-02-24T10:29:00,Kolkata,R0457,North Indian,450,33,0
ORD140423,2025-02-24T10:30:00,Mumbai,R0495,Desserts,145,41,0
ORD105345,2025-02-24T10:30:00,Pune,R0769,Fast Food,205,45,0
ORD128152,2025-02-24T10:34:00,Bangalore,R0053,Beverages,80,59,0
ORD131731,2025-02-24T10:34:00,Delhi,R0705,North Indian,327,29,0
ORD123598,2025-02-24T10:34:00,Mumbai,R0117,South Indian,109,48,0
ORD146568,2025-02-24T10:36:00,Delhi,R0668,Desserts,224,38,0
ORD118973,2025-02-24T10:38:00,Bangalore,R0005,Desserts,80,36,0
ORD119875,2025-02-24T10:41:00,Chennai,R0321,Continental,695,24,0
ORD117740,2025-02-24T10:45:00,Delhi,R0360,Desserts,185,45,0
ORD135296,2025-02-24T10:47:00,Mumbai,R0066,Continental,531,37,0
ORD147325,2025-02-24T10:50:00,Hyderabad,R0768,Desserts,117,35,0
ORD136779,2025-02-24T10:50:00,Chennai,R0649,Beverages,160,21,0
ORD129548,2025-02-24T10:51:00,Delhi,R0099,South Indian,328,38,0
ORD115149,2025-02-24T10:51:00,Delhi,R0420,Fast Food,320,19,0
ORD102310,2025-02-24T10:53:00,Pune,R0621,Continental,487,55,0
ORD132981,2025-02-24T10:57:00,Bangalore,R0764,Chinese,535,35,0
ORD113590,2025-02-24T10:59:00,Bangalore,R0572,Chinese,296,30,0
ORD121356,2025-02-24T11:00:00,Mumbai,R0076,Biryani,462,29,0
ORD144492,2025-02-24T11:01:00,Mumbai,R0205,Desserts,145,48,0
ORD108257,2025-02-24T11:04:00,Bangalore,R0243,Continental,582,43,0
ORD124816,2025-02-24T11:06:00,Mumbai,R0278,Italian,661,28,0
ORD119232,2025-02-24T11:06:00,Bangalore,R0700,North Indian,493,38,0
ORD133693,2025-02-24T11:07:00,Chennai,R0759,North Indian,331,37,0
ORD100977,2025-02-24T11:14:00,Mumbai,R0113,Biryani,284,51,0
ORD136162,2025-02-24T11:22:00,Pune,R0690,Italian,531,24,0
ORD109722,2025-02-24T11:26:00,Delhi,R0334,Chinese,268,43,0
ORD135209,2025-02-24T11:30:00,Chennai,R0070,Beverages,178,30,0
ORD102409,2025-02-24T11:32:00,Kolkata,R0508,Biryani,439,31,0
ORD140604,2025-02-24T11:37:00,Hyderabad,R0213,Italian,392,34,0
ORD141965,2025-02-24T11:41:00,Bangalore,R0533,Continental,866,38,0
ORD149604,2025-02-24T11:43:00,Hyderabad,R0102,North Indian,297,33,0
ORD138268,2025-02-24T11:43:00,Bangalore,R0445,South Indian,396,32,0
ORD104065,2025-02-24T11:46:00,Bangalore,R0212,North Indian,343,42,0
ORD115275,2025-02-24T11:47:00,Chennai,R0289,Italian,886,23,0
ORD135995,2025-02-24T11:49:00,Hyderabad,R0685,South Indian,81,28,0
ORD140272,2025-02-24T11:50:00,Mumbai,R0347,Italian,355,29,0
ORD139096,2025-02-24T11:51:00,Kolkata,R0241,Chinese,332,37,0
ORD131002,2025-02-24T11:57:00,Bangalore,R0216,Biryani,304,48,0
ORD145262,2025-02-24T12:00:00,Bangalore,R0016,Fast Food,304,28,0
ORD121701,2025-02-24T12:00:00,Delhi,R0189,Beverages,86,32,0
ORD106010,2025-02-24T12:01:00,Bangalore,R0133,South Indian,174,51,0
ORD146381,2025-02-24T12:01:00,Bangalore,R0163,Continental,493,47,0
ORD109769,2025-02-24T12:01:00,Mumbai,R0210,Biryani,332,65,1
ORD123786,2025-02-24T12:03:00,Chennai,R0250,Chinese,261,42,0
ORD130733,2025-02-24T12:03:00,Hyderabad,R0119,Biryani,138,47,0
ORD134353,2025-02-24T12:04:00,Pune,R0175,Biryani,276,38,1
ORD147375,2025-02-24T12:07:00,Pune,R0358,Italian,790,33,0
ORD106224,2025-02-24T12:07:00,Kolkata,R0646,North Indian,422,34,0
ORD134562,2025-02-24T12:08:00,Hyderabad,R0257,Continental,299,30,0
ORD110401,2025-02-24T12:08:00,Bangalore,R0698,South Indian,341,36,0
ORD124331,2025-02-24T12:08:00,Mumbai,R0072,North Indian,357,30,1
ORD148352,2025-02-24T12:08:00,Delhi,R0335,Fast Food,340,47,0
ORD105463,2025-02-24T12:10:00,Bangalore,R0599,Fast Food,182,43,0
ORD135794,2025-02-24T12:14:00,Pune,R0188,Beverages,94,52,0
ORD143504,2025-02-24T12:14:00,Pune,R0371,Italian,678,43,0
ORD112275,2025-02-24T12:14:00,Bangalore,R0791,Fast Food,346,36,1
ORD147960,2025-02-24T12:15:00,Mumbai,R0047,Continental,736,57,0
ORD128858,2025-02-24T12:15:00,Bangalore,R0594,Fast Food,271,44,1
ORD127830,2025-02-24T12:17:00,Pune,R0417,Fast Food,249,37,0
ORD143112,2025-02-24T12:17:00,Mumbai,R0007,Chinese,439,32,0
ORD107095,2025-02-24T12:19:00,Bangalore,R0490,Continental,868,44,0
ORD133727,2025-02-24T12:20:00,Mumbai,R0396,Desserts,244,41,1
ORD148462,2025-02-24T12:21:00,Delhi,R0222,North Indian,475,24,0
ORD112584,2025-02-24T12:22:00,Pune,R0016,Beverages,161,30,0
ORD119766,2025-02-24T12:22:00,Mumbai,R0724,North Indian,504,34,0
ORD112730,2025-02-24T12:23:00,Bangalore,R0541,Beverages,243,46,1
ORD115925,2025-02-24T12:25:00,Chennai,R0063,Beverages,80,39,0
ORD120999,2025-02-24T12:27:00,Mumbai,R0591,Italian,544,42,0
ORD130018,2025-02-24T12:28:00,Bangalore,R0092,South Indian,124,35,0
ORD136426,2025-02-24T12:30:00,Delhi,R0448,North Indian,251,31,1
ORD146492,2025-02-24T12:31:00,Chennai,R0557,Continental,1185,45,1
ORD131720,2025-02-24T12:35:00,Hyderabad,R0353,South Indian,197,30,1
ORD109139,2025-02-24T12:36:00,Hyderabad,R0512,Italian,290,42,1
ORD114868,2025-02-24T12:36:00,Mumbai,R0114,Continental,826,56,0
ORD144063,2025-02-24T12:36:00,Hyderabad,R0074,Continental,1094,52,0
ORD136937,2025-02-24T12:37:00,Bangalore,R0502,Biryani,510,69,0
ORD111989,2025-02-24T12:38:00,Chennai,R0452,Desserts,292,38,1
ORD141321,2025-02-24T12:39:00,Hyderabad,R0237,Beverages,189,49,0
ORD111916,2025-02-24T12:41:00,Bangalore,R0223,Italian,494,59,1
ORD122249,2025-02-24T12:42:00,Pune,R0143,North Indian,309,48,0
ORD120836,2025-02-24T12:42:00,Bangalore,R0521,Desserts,267,36,1
ORD132218,2025-02-24T12:43:00,Bangalore,R0071,Italian,305,45,0
ORD141849,2025-02-24T12:44:00,Mumbai,R0133,Continental,681,50,0
ORD147602,2025-02-24T12:45:00,Pune,R0322,North Indian,217,48,0
ORD104650,2025-02-24T12:46:00,Delhi,R0700,Desserts,206,47,0
ORD136680,2025-02-24T12:47:00,Hyderabad,R0371,Italian,815,34,1
ORD129543,2025-02-24T12:49:00,Kolkata,R0124,South Indian,125,47,1
ORD125211,2025-02-24T12:50:00,Mumbai,R0282,South Indian,255,71,0
ORD125149,2025-02-24T12:52:00,Pune,R0602,Fast Food,289,46,1
ORD119038,2025-02-24T12:52:00,Bangalore,R0138,Fast Food,135,32,0
ORD102256,2025-02-24T12:54:00,Bangalore,R0389,Continental,460,27,0
ORD104244,2025-02-24T12:54:00,Bangalore,R0023,Continental,695,41,0
ORD135246,2025-02-24T12:56:00,Bangalore,R0044,North Indian,194,18,1
ORD139173,2025-02-24T13:00:00,Chennai,R0140,Beverages,153,50,0
ORD144234,2025-02-24T13:00:00,Bangalore,R0386,South Indian,253,47,0
ORD111516,2025-02-24T13:03:00,Pune,R0143,Fast Food,165,44,0
ORD132114,2025-02-24T13:04:00,Delhi,R0707,Continental,462,56,0
ORD111016,2025-02-24T13:04:00,Delhi,R0321,Desserts,205,51,0
ORD129242,2025-02-24T13:05:00,Pune,R0124,Desserts,280,39,0
ORD131321,2025-02-24T13:06:00,Kolkata,R0721,Beverages,107,34,0
ORD112446,2025-02-24T13:06:00,Bangalore,R0568,Italian,407,54,0
ORD146873,2025-02-24T13:07:00,Delhi,R0273,Chinese,350,68,0
ORD115971,2025-02-24T13:07:00,Chennai,R0652,Chinese,488,45,0
ORD129635,2025-02-24T13:10:00,Pune,R0490,North Indian,670,35,0
ORD123843,2025-02-24T13:11:00,Bangalore,R0198,Beverages,95,38,0
ORD104979,2025-02-24T13:13:00,Bangalore,R0049,Desserts,220,58,0
ORD119815,2025-02-24T13:16:00,Mumbai,R0290,Chinese,364,49,0
ORD114880,2025-02-24T13:17:00,Bangalore,R0281,Desserts,181,37,1
ORD111405,2025-02-24T13:18:00,Bangalore,R0329,South Indian,296,42,0
ORD102463,2025-02-24T13:20:00,Chennai,R0461,Beverages,134,50,0
ORD148844,2025-02-24T13:21:00,Kolkata,R0469,Chinese,432,29,0
ORD102013,2025-02-24T13:21:00,Bangalore,R0501,Biryani,261,39,0
ORD109657,2025-02-24T13:22:00,Mumbai,R0056,Fast Food,302,47,0
ORD108149,2025-02-24T13:22:00,Pune,R0178,North Indian,167,46,0
ORD100948,2025-02-24T13:23:00,Bangalore,R0457,Biryani,327,65,0
ORD117056,2025-02-24T13:24:00,Kolkata,R0349,Continental,577,33,1
ORD126177,2025-02-24T13:24:00,Pune,R0044,Italian,478,49,0
ORD148957,2025-02-24T13:24:00,Delhi,R0219,Beverages,252,57,0
ORD131263,2025-02-24T13:24:00,Delhi,R0400,Beverages,200,62,1
ORD125674,2025-02-24T13:24:00,Chennai,R0221,South Indian,116,52,0
ORD124556,2025-02-24T13:28:00,Mumbai,R0143,North Indian,387,48,0
ORD115251,2025-02-24T13:30:00,Hyderabad,R0128,Italian,557,42,1
ORD141094,2025-02-24T13:30:00,Kolkata,R0031,Biryani,341,55,0
ORD102798,2025-02-24T13:32:00,Mumbai,R0051,North Indian,434,46,0
ORD120900,2025-02-24T13:32:00,Pune,R0430,Biryani,409,26,0
ORD113920,2025-02-24T13:32:00,Pune,R0509,Biryani,353,60,0
ORD112807,2025-02-24T13:33:00,Bangalore,R0789,Italian,728,36,1
ORD140184,2025-02-24T13:33:00,Mumbai,R0690,Desserts,185,41,0
ORD132698,2025-02-24T13:34:00,Delhi,R0620,South Indian,283,36,0
ORD122105,2025-02-24T13:38:00,Mumbai,R0331,South Indian,195,28,0
ORD129971,2025-02-24T13:41:00,Hyderabad,R0335,Fast Food,477,49,0
ORD136755,2025-02-24T13:41:00,Pune,R0736,South Indian,281,54,0
ORD134698,2025-02-24T13:42:00,Pune,R0687,Chinese,256,57,0
ORD141638,2025-02-24T13:45:00,Mumbai,R0110,Italian,439,39,0
ORD105432,2025-02-24T13:47:00,Hyderabad,R0610,South Indian,216,52,0
ORD102921,2025-02-24T13:47:00,Hyderabad,R0357,Chinese,152,15,1
ORD148517,2025-02-24T13:47:00,Pune,R0651,Biryani,621,26,0
ORD101452,2025-02-24T13:48:00,Mumbai,R0494,Italian,243,55,0
ORD147812,2025-02-24T13:51:00,Bangalore,R0341,Chinese,285,53,0
ORD142112,2025-02-24T13:51:00,Mumbai,R0326,Desserts,230,48,0
ORD117676,2025-02-24T13:53:00,Pune,R0733,Continental,479,57,0
ORD132128,2025-02-24T13:53:00,Delhi,R0023,Beverages,92,29,0
ORD113553,2025-02-24T13:55:00,Hyderabad,R0450,Beverages,152,37,0
ORD132522,2025-02-24T13:55:00,Kolkata,R0374,Biryani,474,16,0
ORD130245,2025-02-24T13:56:00,Delhi,R0649,Italian,613,41,1
ORD101671,2025-02-24T13:58:00,Bangalore,R0047,Desserts,115,56,0
ORD113546,2025-02-24T13:59:00,Chennai,R0002,South Indian,267,54,1
ORD107535,2025-02-24T13:59:00,Mumbai,R0370,Biryani,159,41,0
ORD105090,2025-02-24T14:02:00,Pune,R0319,Desserts,90,37,0
ORD111392,2025-02-24T14:03:00,Delhi,R0267,Beverages,246,26,0
ORD133649,2025-02-24T14:06:00,Chennai,R0335,Chinese,310,37,0
ORD143565,2025-02-24T14:06:00,Delhi,R0391,Desserts,140,59,0
ORD116006,2025-02-24T14:06:00,Mumbai,R0428,Continental,117,54,0
ORD107224,2025-02-24T14:09:00,Chennai,R0441,Continental,613,48,0
ORD115147,2025-02-24T14:10:00,Delhi,R0346,North Indian,414,39,0
ORD118818,2025-02-24T14:11:00,Delhi,R0459,Biryani,429,34,0
ORD108467,2025-02-24T14:13:00,Mumbai,R0788,Desserts,153,21,0
ORD128549,2025-02-24T14:15:00,Hyderabad,R0275,Chinese,358,34,0
ORD137349,2025-02-24T14:16:00,Mumbai,R0301,Fast Food,285,22,0
ORD109808,2025-02-24T14:17:00,Mumbai,R0297,Italian,571,22,0
ORD143463,2025-02-24T14:18:00,Bangalore,R0763,Chinese,291,16,0
ORD137213,2025-02-24T14:20:00,Pune,R0145,Italian,591,56,0
ORD139461,2025-02-24T14:21:00,Mumbai,R0084,Chinese,395,36,0
ORD118063,2025-02-24T14:23:00,Mumbai,R0143,Biryani,241,30,0
ORD113825,2025-02-24T14:27:00,Bangalore,R0240,South Indian,169,15,0
ORD124486,2025-02-24T14:29:00,Delhi,R0245,Beverages,272,60,0
ORD142255,2025-02-24T14:31:00,Chennai,R0173,Fast Food,397,45,1
ORD119516,2025-02-24T14:31:00,Mumbai,R0223,Fast Food,184,19,0
ORD143287,2025-02-24T14:32:00,Kolkata,R0627,Beverages,221,24,0
ORD124888,2025-02-24T14:32:00,Mumbai,R0755,Desserts,202,42,0
ORD115913,2025-02-24T14:32:00,Mumbai,R0193,Desserts,190,39,0
ORD120678,2025-02-24T14:34:00,Pune,R0541,Desserts,136,51,0
ORD124400,2025-02-24T14:34:00,Mumbai,R0391,Italian,466,24,0
ORD129297,2025-02-24T14:35:00,Bangalore,R0077,Biryani,479,42,0
ORD122495,2025-02-24T14:39:00,Chennai,R0155,Italian,493,35,0
ORD134904,2025-02-24T14:44:00,Delhi,R0362,Chinese,183,18,0
ORD137313,2025-02-24T14:45:00,Pune,R0188,Biryani,476,19,0
ORD130025,2025-02-24T14:48:00,Hyderabad,R0194,Beverages,240,18,0
ORD102366,2025-02-24T14:50:00,Pune,R0120,Beverages,101,40,0
ORD104522,2025-02-24T14:53:00,Delhi,R0634,Beverages,143,17,0
ORD136983,2025-02-24T14:54:00,Chennai,R0287,Biryani,392,39,0
ORD140408,2025-02-24T14:56:00,Mumbai,R0586,Biryani,82,27,0
ORD139491,2025-02-24T14:59:00,Bangalore,R0626,North Indian,314,31,0
ORD124922,2025-02-24T14:59:00,Hyderabad,R0298,Desserts,109,18,0
ORD100208,2025-02-24T15:01:00,Mumbai,R0350,Chinese,493,36,0
ORD110766,2025-02-24T15:07:00,Chennai,R0493,Fast Food,269,15,0
ORD145968,2025-02-24T15:15:00,Bangalore,R0546,Desserts,189,15,0
ORD133156,2025-02-24T15:16:00,Pune,R0168,Continental,502,17,0
ORD135152,2025-02-24T15:18:00,Hyderabad,R0433,Beverages,118,31,0
ORD132084,2025-02-24T15:21:00,Hyderabad,R0088,Chinese,279,16,0
ORD144531,2025-02-24T15:22:00,Bangalore,R0546,Continental,706,39,0
ORD142023,2025-02-24T15:22:00,Hyderabad,R0405,Continental,362,50,0
ORD147055,2025-02-24T15:22:00,Bangalore,R0275,South Indian,80,42,0
ORD106028,2025-02-24T15:23:00,Bangalore,R0079,Biryani,187,54,0
ORD115587,2025-02-24T15:25:00,Chennai,R0477,Beverages,155,60,0
ORD124860,2025-02-24T15:26:00,Bangalore,R0716,Beverages,105,35,0
ORD104860,2025-02-24T15:26:00,Delhi,R0704,Beverages,141,37,0
ORD104902,2025-02-24T15:33:00,Mumbai,R0268,Beverages,206,19,0
ORD145264,2025-02-24T15:33:00,Bangalore,R0094,Chinese,379,36,0
ORD133030,2025-02-24T15:33:00,Chennai,R0406,North Indian,502,45,0
ORD127349,2025-02-24T15:34:00,Mumbai,R0325,Chinese,80,31,0
ORD132742,2025-02-24T15:38:00,Bangalore,R0096,Italian,575,20,0
ORD113686,2025-02-24T15:38:00,Delhi,R0536,Fast Food,299,25,0
ORD132521,2025-02-24T15:39:00,Pune,R0095,Desserts,150,37,0
ORD138898,2025-02-24T15:41:00,Hyderabad,R0471,Desserts,190,15,0
ORD136607,2025-02-24T15:43:00,Hyderabad,R0556,Desserts,107,47,0
ORD139000,2025-02-24T15:49:00,Bangalore,R0424,Biryani,153,39,0
ORD139887,2025-02-24T15:55:00,Delhi,R0659,Continental,598,35,0
ORD103004,2025-02-24T15:55:00,Bangalore,R0108,Fast Food,349,24,0
ORD141199,2025-02-24T15:56:00,Bangalore,R0505,Biryani,158,41,0
ORD130439,2025-02-24T16:00:00,Delhi,R0062,South Indian,215,34,0
ORD136927,2025-02-24T16:01:00,Bangalore,R0420,Biryani,284,37,0
ORD136399,2025-02-24T16:03:00,Delhi,R0585,Chinese,436,32,0
ORD106261,2025-02-24T16:04:00,Hyderabad,R0293,Chinese,213,28,0
ORD149737,2025-02-24T16:04:00,Pune,R0592,Biryani,697,53,0
ORD142025,2025-02-24T16:07:00,Delhi,R0479,Italian,657,45,0
ORD138081,2025-02-24T16:11:00,Pune,R0684,Continental,728,38,0
ORD139821,2025-02-24T16:11:00,Delhi,R0510,Italian,505,21,1
ORD109154,2025-02-24T16:18:00,Mumbai,R0278,Chinese,437,36,0
ORD138146,2025-02-24T16:18:00,Delhi,R0569,Desserts,300,40,1
ORD116784,2025-02-24T16:20:00,Mumbai,R0306,Continental,529,18,0
ORD149178,2025-02-24T16:28:00,Bangalore,R0763,Continental,168,19,0
ORD110158,2025-02-24T16:28:00,Bangalore,R0377,Desserts,159,49,0
ORD104842,2025-02-24T16:30:00,Delhi,R0573,Italian,378,46,0
ORD128727,2025-02-24T16:30:00,Bangalore,R0505,Italian,691,50,0
ORD122818,2025-02-24T16:31:00,Mumbai,R0649,Beverages,246,28,0
ORD137534,2025-02-24T16:50:00,Mumbai,R0384,Continental,460,58,0
ORD145850,2025-02-24T17:05:00,Delhi,R0089,Chinese,131,32,0
ORD112243,2025-02-24T17:07:00,Pune,R0407,Desserts,194,36,0
ORD107842,2025-02-24T17:12:00,Bangalore,R0767,Italian,724,37,0
ORD103009,2025-02-24T17:14:00,Chennai,R0673,Biryani,341,46,0
ORD110634,2025-02-24T17:17:00,Mumbai,R0352,Beverages,233,46,0
ORD125141,2025-02-24T17:23:00,Bangalore,R0072,Beverages,113,43,0
ORD123825,2025-02-24T17:26:00,Mumbai,R0348,Chinese,651,38,0
ORD108291,2025-02-24T17:29:00,Bangalore,R0446,Desserts,151,45,0
ORD115091,2025-02-24T17:31:00,Hyderabad,R0107,Fast Food,321,43,0
ORD145727,2025-02-24T17:32:00,Chennai,R0563,Italian,955,25,0
ORD149232,2025-02-24T17:35:00,Pune,R0307,Desserts,165,26,0
ORD142093,2025-02-24T17:43:00,Chennai,R0408,North Indian,369,43,0
ORD138671,2025-02-24T17:46:00,Mumbai,R0485,Italian,598,32,0
ORD115758,2025-02-24T17:51:00,Kolkata,R0138,Beverages,161,24,0
ORD126173,2025-02-24T17:54:00,Hyderabad,R0743,Biryani,285,31,0
ORD148848,2025-02-24T17:59:00,Bangalore,R0425,South Indian,204,29,0
ORD142617,2025-02-24T18:00:00,Hyderabad,R0607,Chinese,206,48,0
ORD144691,2025-02-24T18:00:00,Pune,R0711,Fast Food,150,20,0
ORD117190,2025-02-24T18:04:00,Mumbai,R0039,Continental,482,32,0
ORD149362,2025-02-24T18:05:00,Delhi,R0669,South Indian,333,40,0
ORD125661,2025-02-24T18:06:00,Bangalore,R0098,North Indian,298,21,0
ORD108025,2025-02-24T18:16:00,Pune,R0307,Biryani,521,33,0
ORD130304,2025-02-24T18:19:00,Kolkata,R0036,South Indian,226,25,0
ORD130772,2025-02-24T18:19:00,Bangalore,R0183,Chinese,237,29,0
ORD148399,2025-02-24T18:20:00,Mumbai,R0707,Beverages,226,44,0
ORD127889,2025-02-24T18:20:00,Hyderabad,R0415,Biryani,468,48,0
ORD103930,2025-02-24T18:21:00,Mumbai,R0590,Continental,997,36,1
ORD107553,2025-02-24T18:21:00,Bangalore,R0467,Italian,481,31,0
ORD136471,2025-02-24T18:26:00,Delhi,R0041,South Indian,198,47,0
ORD121895,2025-02-24T18:28:00,Bangalore,R0678,Fast Food,341,33,0
